weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
2.0,5.0,0.0,0,Front-End Web Developer,7499,No,32499.0,26.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
3.0,2.0,60.0,0,Mobile Developer,39999,Yes,32499.0,26.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
1.0,0.0,200.0,0,Data Scientist,87499,No,104999.0,36.0,North America,Master's degree (non-professional),"Information systems, information technology, or system administration",Married or domestic partnership,0,1
4.0,0.0,0.0,0,Full-Stack Web Developer,39999,No,32499.0,29.0,North America,Associate’s degree,"A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
0.0,0.0,0.0,0,Mobile Developer,2499,Yes,1999.0,39.0,North America,"Some college credit, no degree","A health science (e.g., nursing, pharmacy, radiology)","Single, never married",0,0
10.0,100.0,2000.0,1,Full-Stack Web Developer,39999,Maybe,32499.0,27.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Divorced,0,1
14.0,3.0,0.0,0,Full-Stack Web Developer,2499,Yes,1000.0,21.0,Europe and Central Asia,Some high school,"Computer science, computer engineering, or software engineering","Single, never married",0,1
14.0,1.0,0.0,0,Front-End Web Developer,15499,Yes,1000.0,27.0,North America,Bachelor’s degree,Data Science,"Single, never married",0,1
7.0,1.0,0.0,0,Front-End Web Developer,62499,Maybe,1999.0,19.0,North America,Associate’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
0.0,0.0,0.0,0,Full-Stack Web Developer,2499,Maybe,1000.0,22.0,South Asia,Bachelor’s degree,Hospitality Studies,"Single, never married",0,1
2.0,0.0,0.0,0,Full-Stack Web Developer,112499,Maybe,139999.0,27.0,East Asia and Pacific,Some high school,I didn't attend a university,"Single, never married",0,1
4.0,1.0,0.0,0,Product Manager,2499,Yes,82499.0,31.0,East Asia and Pacific,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
10.0,20.0,200.0,1,Front-End Web Developer,15499,Maybe,44999.0,37.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
15.0,24.0,1000.0,0,User Experience Designer,87499,No,22499.0,31.0,Europe and Central Asia,Master's degree (non-professional),"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
60.0,5.0,0.0,0,Data Scientist,2499,Yes,1000.0,25.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
5.0,20.0,600.0,0,Information Security,260000,Maybe,139999.0,40.0,East Asia and Pacific,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)",Widowed,0,0
6.0,36.0,0.0,0,Data Scientist,15499,No,12499.0,29.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
6.0,1.0,0.0,0,Full-Stack Web Developer,7499,Maybe,1000.0,22.0,Sub-Saharan Africa,Associate’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,0
2.0,0.0,0.0,0,Full-Stack Web Developer,62499,Maybe,8499.0,27.0,South Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
20.0,3.0,80.0,0,Full-Stack Web Developer,24999,Maybe,1000.0,22.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
10.0,1.0,130.0,0,Full-Stack Web Developer,62499,Yes,12499.0,48.0,Europe and Central Asia,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
0.0,0.0,0.0,0,Game Developer,39999,Yes,12499.0,29.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
3.0,1.0,0.0,0,DevOps / SysAdmin,7499,Yes,12499.0,26.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,1.0,60.0,0,I am not interested in a software development career,2499,I am not interested in a software development career,67499.0,29.0,East Asia and Pacific,"Professional degree (MBA, MD, JD, etc.)",Architecture ,Married or domestic partnership,0,1
40.0,1.0,0.0,0,Full-Stack Web Developer,39999,Yes,5999.0,34.0,Southeast Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
3.0,0.0,0.0,0,Data Scientist,39999,Maybe,17499.0,42.0,East Asia and Pacific,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
10.0,3.0,500.0,0,"Not sure yet. I love moving w/ data with Python, so far.",62499,Yes,54999.0,38.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
20.0,1.0,0.0,0,Full-Stack Web Developer,15499,No,12499.0,23.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
0.0,0.0,15.0,0,I am not interested in a software development career,62499,Maybe,82499.0,40.0,North America,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
2.0,1.0,30.0,0,Full-Stack Web Developer,62499,No,82499.0,29.0,Europe and Central Asia,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
30.0,0.0,0.0,0,Game Developer,7499,No,8499.0,26.0,Europe and Central Asia,Some high school,I didn't attend a university,"Single, never married",0,1
1.0,0.0,0.0,0,Information Security,62499,No,67499.0,33.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
2.0,1.0,0.0,0,Product Manager,15499,Maybe,1000.0,22.0,South Asia,High school diploma or equivalent (GED),Linguistics,"Single, never married",0,1
25.0,1.0,0.0,0,Full-Stack Web Developer,39999,Maybe,1999.0,37.0,Latin America and Caribbean,Bachelor’s degree,Administration and business,"Single, never married",0,1
7.0,1.0,0.0,0,Product Manager,87499,Yes,22499.0,41.0,Sub-Saharan Africa,Master's degree (non-professional),"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
5.0,36.0,100.0,0,Data Engineer,87499,Yes,104999.0,42.0,Europe and Central Asia,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,1
15.0,10.0,400.0,0,Back-End Web Developer,2499,Maybe,1000.0,20.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,0.0,0.0,0,Mobile Developer,15499,Yes,8499.0,23.0,Europe and Central Asia,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
12.0,30.0,15.0,0,"UX design, Front-end, mobile, some backend",39999,Maybe,8499.0,17.0,North America,Some high school,I didn't attend a university,"Single, never married",0,1
14.0,24.0,0.0,1,Full-Stack Web Developer,15499,Yes,1000.0,20.0,Latin America and Caribbean,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
2.0,5.0,0.0,1,Full-Stack Web Developer,39999,Yes,22499.0,28.0,South Asia,Bachelor’s degree,Web development or web design,"Single, never married",0,1
5.0,12.0,10.0,0,Not sure,7499,Yes,3999.0,22.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,0
1.0,16.0,600.0,0,Full-Stack Web Developer,112499,Yes,82499.0,35.0,North America,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
20.0,1.0,8000.0,0,Information Security,87499,Yes,22499.0,19.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,0
4.5,36.0,0.0,0,Information Security,2499,Maybe,1000.0,18.0,Latin America and Caribbean,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,0
0.0,0.0,0.0,0,Software engineer ,24999,Yes,12499.0,24.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,24.0,1000.0,0,Full-Stack Web Developer,62499,No,32499.0,40.0,North America,Master's degree (non-professional),religious ,Married or domestic partnership,0,1
20.0,6.0,200.0,0,Full-Stack Web Developer,7499,Yes,1999.0,30.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
2.0,9.0,0.0,0,Back-End Web Developer,2499,Maybe,1000.0,18.0,Europe and Central Asia,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
40.0,3.0,7000.0,0,Machine Learning Engineer/AI Researcher,112499,Yes,44999.0,28.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
30.0,50.0,1200.0,0,Full-Stack Web Developer,87499,Yes,5999.0,31.0,South Asia,"Professional degree (MBA, MD, JD, etc.)","Computer science, computer engineering, or software engineering","Single, never married",0,1
15.0,1.0,0.0,0,Full-Stack Web Developer,39999,Yes,8499.0,21.0,North America,"Some college credit, no degree",Web development or web design,"Single, never married",0,1
5.0,0.0,0.0,0,Full-Stack Web Developer,62499,No,22499.0,24.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
20.0,1.0,0.0,0,Full-Stack Web Developer,142499,Maybe,,28.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
2.0,0.0,0.0,0,Full-Stack Web Developer,62499,Yes,1000.0,26.0,Middle East and North Africa,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
5.0,1.0,0.0,0,Full-Stack Web Developer,39999,Maybe,3999.0,23.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,0
5.0,2.0,0.0,0,I am not interested in a software development career,2499,Yes,1000.0,18.0,North America,High school diploma or equivalent (GED),"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
10.0,3.0,15.0,0,User Experience Designer,15499,No,17499.0,31.0,Europe and Central Asia,Bachelor’s degree,Electrical Engineering,"Single, never married",0,1
5.0,2.0,0.0,0,Full-Stack Web Developer,62499,Yes,5999.0,48.0,Sub-Saharan Africa,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
10.0,18.0,0.0,1,Full-Stack Web Developer,7499,Maybe,3999.0,31.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,0.0,30.0,0,Front-End Web Developer,7499,Yes,8499.0,28.0,Latin America and Caribbean,"Trade, technical, or vocational training",Web development or web design,Married or domestic partnership,0,1
1.0,0.0,0.0,0,Full-Stack Web Developer,7499,Maybe,1000.0,22.0,South Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
10.0,12.0,0.0,0,DevOps / SysAdmin,39999,Yes,5999.0,27.0,Latin America and Caribbean,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
30.0,1.0,0.0,0,Front-End Web Developer,87499,Yes,37499.0,45.0,North America,"Some college credit, no degree","A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
7.0,0.5,0.0,0,Full-Stack Web Developer,62499,Maybe,32499.0,26.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
40.0,36.0,20.0,0,Full-Stack Web Developer,2499,Yes,1000.0,30.0,Middle East and North Africa,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
10.0,2.0,0.0,0,Full-Stack Web Developer,24999,Yes,12499.0,41.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
20.0,2.0,80.0,0,Information Security,15499,Yes,1999.0,20.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,3.0,300.0,0,Data Scientist,24999,Maybe,17499.0,29.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,0
30.0,0.0,0.0,0,Data Scientist,260000,Yes,37499.0,23.0,North America,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
12.0,10.0,200.0,0,Game Developer,39999,Maybe,32499.0,35.0,North America,Master's degree (non-professional),"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
20.0,6.0,5.0,0,Front-End Web Developer,7499,Yes,1999.0,23.0,Europe and Central Asia,High school diploma or equivalent (GED),"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
1.0,0.0,0.0,0,Information Security,62499,Maybe,104999.0,64.0,North America,"Trade, technical, or vocational training",I didn't attend a university,Married or domestic partnership,0,1
5.0,0.0,0.0,0,Information Security,62499,Yes,17499.0,24.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
15.0,1.0,0.0,0,Data Engineer,39999,Maybe,12499.0,29.0,Latin America and Caribbean,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
10.0,0.0,0.0,0,Teacher / Trainer / Developer Evangelist,87499,No,32499.0,36.0,North America,Associate’s degree,"A natural science (e.g., biology, chemistry, physics)",Divorced,1,1
5.0,6.0,1000.0,0,Data Scientist,62499,Maybe,22499.0,33.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
4.0,12.0,20.0,0,Full-Stack Web Developer,39999,Yes,8499.0,24.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,0
25.0,2.0,0.0,0,Full-Stack Web Developer,39999,Maybe,22499.0,34.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
3.0,1.0,10.0,0,Front-End Web Developer,7499,Yes,1000.0,40.0,Latin America and Caribbean,Bachelor’s degree,I didn't attend a university,"Single, never married",0,1
8.0,14.0,100.0,0,Full-Stack Web Developer,2499,Yes,12499.0,29.0,East Asia and Pacific,Bachelor’s degree,"Environmental science (e.g., earth sciences, sustainability)","Single, never married",0,0
8.0,2.0,0.0,0,Front-End Web Developer,112499,Yes,1000.0,52.0,Latin America and Caribbean,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Divorced,0,0
10.0,1.0,0.0,0,Audio and music software developer,15499,Maybe,1000.0,28.0,Europe and Central Asia,"Some college credit, no degree","Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",1,1
30.0,3.0,0.0,0,Back-End Web Developer,7499,Maybe,3999.0,27.0,Latin America and Caribbean,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
40.0,5.0,0.0,0,Data Engineer,87499,Yes,104999.0,27.0,North America,Associate’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
15.0,9.0,0.0,0,Data Scientist,62499,Yes,27499.0,21.0,East Asia and Pacific,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,0
8.0,0.0,0.0,0,Front-End Web Developer,62499,No,44999.0,23.0,North America,"Some college credit, no degree","Information systems, information technology, or system administration","Single, never married",0,1
3.0,0.0,0.0,0,Teacher / Trainer / Developer Evangelist,39999,Yes,54999.0,40.0,East Asia and Pacific,Ph.D.,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
7.0,1.0,0.0,0,I don't know yet,15499,Maybe,3999.0,40.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
2.0,1.0,347.0,0,unknown,87499,No,54999.0,26.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
80.0,1.0,80.0,0,Front-End Web Developer,7499,Yes,1999.0,26.0,Southeast Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
20.0,0.0,100.0,0,Game Developer,87499,Maybe,5999.0,19.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,0
30.0,1.0,0.0,0,Data Scientist,62499,Yes,1999.0,29.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
10.0,1.0,25.0,0,Full-Stack Web Developer,112499,Maybe,67499.0,34.0,North America,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
6.0,2.0,0.0,0,Game Developer,7499,Yes,1999.0,19.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,0
4.0,1.0,0.0,0,User Experience Designer,87499,Maybe,44999.0,25.0,North America,Master's degree (non-professional),"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
2.0,30.0,0.0,1,Front-End Web Developer,2499,Yes,3999.0,22.0,Southeast Asia,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
0.0,0.0,0.0,0,Data Scientist,39999,Yes,54999.0,31.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
20.0,0.0,0.0,0,Full-Stack Web Developer,39999,Yes,22499.0,23.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
2.0,0.0,1000.0,1,Quality Assurance Engineer,39999,Yes,5999.0,28.0,Europe and Central Asia,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
5.0,0.0,0.0,0,Mobile Developer,39999,Yes,3999.0,37.0,Latin America and Caribbean,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
2.0,2.0,100.0,0,Full-Stack Web Developer,112499,Yes,67499.0,23.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
80.0,3.0,0.0,0,Full-Stack Web Developer,2499,Yes,3999.0,23.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
6.0,1.0,0.0,0,Data Engineer,87499,Maybe,1000.0,27.0,Europe and Central Asia,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
14.0,8.0,500.0,0,DevOps / SysAdmin,62499,Maybe,5999.0,33.0,Middle East and North Africa,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
10.0,1.0,0.0,0,Back-End Web Developer,24999,Yes,22499.0,22.0,Europe and Central Asia,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
5.0,18.0,45.0,0,DevOps / SysAdmin,62499,Yes,12499.0,30.0,Europe and Central Asia,Master's degree (non-professional),"Information systems, information technology, or system administration",Married or domestic partnership,0,1
5.0,96.0,750.0,1,Embedded software Engineer,112499,Yes,5999.0,45.0,South Asia,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
18.0,8.0,10.0,0,Full-Stack Web Developer,24999,Maybe,1999.0,21.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
30.0,12.0,0.0,0,Front-End Web Developer,62499,Yes,67499.0,33.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
4.0,2.0,240.0,0,Data Engineer,112499,Yes,67499.0,24.0,East Asia and Pacific,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
2.0,480.0,500.0,0,Full-Stack Web Developer,39999,Yes,54999.0,38.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
10.0,10.0,0.0,1,Back-End Web Developer,39999,Maybe,32499.0,36.0,Europe and Central Asia,Some high school,I didn't attend a university,"Single, never married",0,1
28.0,12.0,500.0,0,Front-End Web Developer,39999,Yes,3999.0,21.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,0
12.0,6.0,120.0,0,Data Engineer,7499,Yes,3999.0,25.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
6.0,3.0,40.0,0,Front-End Web Developer,24999,Yes,,28.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
1.0,6.0,0.0,0,DevOps / SysAdmin,7499,Yes,1999.0,23.0,Sub-Saharan Africa,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,0
39.0,15.0,0.0,1,Game Developer,15499,Yes,,28.0,Europe and Central Asia,"Some college credit, no degree","Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
2.0,0.0,0.0,0,Mobile Developer,87499,Maybe,17499.0,34.0,Sub-Saharan Africa,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
10.0,12.0,0.0,0,Teacher / Trainer / Developer Evangelist,15499,I am not interested in a software development career,1000.0,22.0,Europe and Central Asia,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
15.0,2.0,0.0,0,Information Security,24999,Maybe,17499.0,25.0,Europe and Central Asia,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
1.0,36.0,12000.0,0,Data Scientist,112499,Maybe,139999.0,37.0,North America,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
6.0,1.0,0.0,0,Game Developer,2499,Yes,1000.0,20.0,Sub-Saharan Africa,High school diploma or equivalent (GED),Still studying,"Single, never married",0,0
10.0,21.0,1000.0,0,Data Scientist,7499,Maybe,,20.0,Latin America and Caribbean,Some high school,"Information systems, information technology, or system administration","Single, never married",0,0
24.0,36.0,0.0,0,Information Security,2499,Yes,1000.0,21.0,Southeast Asia,"Trade, technical, or vocational training","Computer science, computer engineering, or software engineering","Single, never married",0,0
3.0,6.0,0.0,0,Game Developer,15499,Yes,1000.0,26.0,Europe and Central Asia,Bachelor’s degree,Linguistics,"Single, never married",0,1
40.0,1.0,50.0,0,Front-End Web Developer,7499,Yes,1000.0,27.0,Sub-Saharan Africa,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
30.0,0.5,0.0,0,Front-End Web Developer,62499,Maybe,27499.0,38.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Separated,0,1
70.0,1.0,0.0,0,Full-Stack Web Developer,2499,Yes,1999.0,33.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
4.0,36.0,0.0,0,Front-End Web Developer,2499,Yes,1999.0,21.0,Latin America and Caribbean,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,8.0,30.0,0,Back-End Web Developer,39999,No,22499.0,28.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
10.0,1.0,300.0,0,Game Developer,39999,Maybe,12499.0,18.0,Europe and Central Asia,Some high school,"Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,8.0,200.0,0,Game Developer,39999,Maybe,37499.0,34.0,Europe and Central Asia,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,1
40.0,0.0,500.0,0,Full-Stack Web Developer,62499,No,54999.0,49.0,North America,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)",Divorced,0,1
3.0,6.0,8000.0,0,Full-Stack Web Developer,62499,Yes,17499.0,33.0,Latin America and Caribbean,High school diploma or equivalent (GED),Web development or web design,Married or domestic partnership,0,1
40.0,24.0,500.0,0,Full-Stack Web Developer,7499,Yes,1000.0,25.0,Latin America and Caribbean,"Some college credit, no degree","A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
25.0,13.0,0.0,0,Data Engineer,112499,Yes,32499.0,21.0,North America,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,16.0,150.0,0,Data Engineer,15499,Yes,5999.0,27.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
4.0,8.0,0.0,0,User Experience Designer,15499,Yes,54999.0,30.0,Southeast Asia,Master's degree (non-professional),Architecture ,"Single, never married",0,1
14.0,1.0,0.0,0,Full-Stack Web Developer,87499,Yes,32499.0,26.0,Latin America and Caribbean,"Some college credit, no degree","Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
40.0,2.0,10.0,0,Full-Stack Web Developer,15499,Yes,1000.0,31.0,Latin America and Caribbean,High school diploma or equivalent (GED),"Information systems, information technology, or system administration","Single, never married",0,1
5.0,0.0,0.0,0,DevOps / SysAdmin,112499,No,104999.0,33.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
0.0,0.0,0.0,0,Data Scientist,62499,Maybe,67499.0,28.0,North America,Bachelor’s degree,"Environmental science (e.g., earth sciences, sustainability)",Married or domestic partnership,0,1
30.0,1.0,0.0,0,IT,62499,Maybe,12499.0,21.0,North America,High school diploma or equivalent (GED),"Information systems, information technology, or system administration","Single, never married",0,1
30.0,4.0,1000.0,0,"back-end- web developer, mobile developer data scientist or information security",39999,Yes,1999.0,32.0,Latin America and Caribbean,"Trade, technical, or vocational training","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
4.0,6.0,0.0,0,DevOps / SysAdmin,39999,Maybe,17499.0,26.0,Europe and Central Asia,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
10.0,2400.0,5000.0,1,Information Security,62499,Yes,139999.0,45.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
1.0,3.0,500.0,0,Full-Stack Web Developer,62499,Maybe,22499.0,21.0,North America,"Some college credit, no degree","A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
4.0,30.0,0.0,0,I am not interested in a software development career,179999,I am not interested in a software development career,82499.0,55.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
28.0,12.0,0.0,1,Full-Stack Web Developer,2499,Yes,1000.0,21.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
10.0,0.0,0.0,0,Data Engineer,112499,Maybe,17499.0,46.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
2.0,5.0,0.0,0,Full-Stack Web Developer,2499,No,67499.0,33.0,North America,Master's degree (non-professional),"Information systems, information technology, or system administration","Single, never married",0,0
20.0,12.0,20.0,0,Front-End Web Developer,39999,Maybe,32499.0,29.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
20.0,84.0,0.0,1,Full-Stack Web Developer,87499,No,82499.0,23.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
12.0,4.0,2000.0,0,Data Engineer,7499,Maybe,1000.0,26.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
4.0,1.0,400.0,0,Full-Stack Web Developer,24999,Yes,1000.0,24.0,Europe and Central Asia,Some high school,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,0
